dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2020,continentExp
17/03/2021,17,3,2021,691,12,Croatia,HR,HRV,4058165,Europe
16/03/2021,16,3,2021,129,8,Croatia,HR,HRV,4058165,Europe
15/03/2021,15,3,2021,561,7,Croatia,HR,HRV,4058165,Europe
14/03/2021,14,3,2021,823,23,Croatia,HR,HRV,4058165,Europe
13/03/2021,13,3,2021,823,12,Croatia,HR,HRV,4058165,Europe
12/03/2021,12,3,2021,777,10,Croatia,HR,HRV,4058165,Europe
11/03/2021,11,3,2021,962,4,Croatia,HR,HRV,4058165,Europe
10/03/2021,10,3,2021,491,12,Croatia,HR,HRV,4058165,Europe
09/03/2021,9,3,2021,94,19,Croatia,HR,HRV,4058165,Europe
08/03/2021,8,3,2021,394,5,Croatia,HR,HRV,4058165,Europe
07/03/2021,7,3,2021,658,15,Croatia,HR,HRV,4058165,Europe
06/03/2021,6,3,2021,590,6,Croatia,HR,HRV,4058165,Europe
05/03/2021,5,3,2021,667,9,Croatia,HR,HRV,4058165,Europe
04/03/2021,4,3,2021,747,7,Croatia,HR,HRV,4058165,Europe
03/03/2021,3,3,2021,394,11,Croatia,HR,HRV,4058165,Europe
02/03/2021,2,3,2021,91,11,Croatia,HR,HRV,4058165,Europe
01/03/2021,1,3,2021,242973,5526,Croatia,HR,HRV,4058165,Europe
03/04/2021,3,4,2021,705,1,Cyprus,CY,CYP,888005,Europe
02/04/2021,2,4,2021,309,4,Cyprus,CY,CYP,888005,Europe
01/04/2021,1,4,2021,434,0,Cyprus,CY,CYP,888005,Europe
31/03/2021,31,3,2021,439,2,Cyprus,CY,CYP,888005,Europe
30/03/2021,30,3,2021,360,2,Cyprus,CY,CYP,888005,Europe
29/03/2021,29,3,2021,326,2,Cyprus,CY,CYP,888005,Europe
28/03/2021,28,3,2021,334,2,Cyprus,CY,CYP,888005,Europe
27/03/2021,27,3,2021,361,0,Cyprus,CY,CYP,888005,Europe
26/03/2021,26,3,2021,324,0,Cyprus,CY,CYP,888005,Europe
25/03/2021,25,3,2021,293,2,Cyprus,CY,CYP,888005,Europe
24/03/2021,24,3,2021,365,1,Cyprus,CY,CYP,888005,Europe
23/03/2021,23,3,2021,410,2,Cyprus,CY,CYP,888005,Europe
22/03/2021,22,3,2021,336,1,Cyprus,CY,CYP,888005,Europe
21/03/2021,21,3,2021,407,1,Cyprus,CY,CYP,888005,Europe
20/03/2021,20,3,2021,364,0,Cyprus,CY,CYP,888005,Europe
19/03/2021,19,3,2021,385,0,Cyprus,CY,CYP,888005,Europe
18/03/2021,18,3,2021,382,0,Cyprus,CY,CYP,888005,Europe
17/03/2021,17,3,2021,475,1,Cyprus,CY,CYP,888005,Europe
16/03/2021,16,3,2021,218,0,Cyprus,CY,CYP,888005,Europe
15/03/2021,15,3,2021,374,2,Cyprus,CY,CYP,888005,Europe
14/03/2021,14,3,2021,398,0,Cyprus,CY,CYP,888005,Europe
13/03/2021,13,3,2021,383,2,Cyprus,CY,CYP,888005,Europe
12/03/2021,12,3,2021,431,1,Cyprus,CY,CYP,888005,Europe
11/03/2021,11,3,2021,415,2,Cyprus,CY,CYP,888005,Europe
10/03/2021,10,3,2021,420,0,Cyprus,CY,CYP,888005,Europe
09/03/2021,9,3,2021,352,0,Cyprus,CY,CYP,888005,Europe
08/03/2021,8,3,2021,303,1,Cyprus,CY,CYP,888005,Europe
07/03/2021,7,3,2021,298,0,Cyprus,CY,CYP,888005,Europe
06/03/2021,6,3,2021,273,0,Cyprus,CY,CYP,888005,Europe
05/03/2021,5,3,2021,384,0,Cyprus,CY,CYP,888005,Europe
04/03/2021,4,3,2021,323,0,Cyprus,CY,CYP,888005,Europe
03/03/2021,3,3,2021,288,1,Cyprus,CY,CYP,888005,Europe
02/03/2021,2,3,2021,302,0,Cyprus,CY,CYP,888005,Europe
01/03/2021,1,3,2021,34707,231,Cyprus,CY,CYP,888005,Europe
03/04/2021,3,4,2021,3869,102,Czechia,CZ,CZE,10693939,Europe
02/04/2021,2,4,2021,6248,179,Czechia,CZ,CZE,10693939,Europe
01/04/2021,1,4,2021,7285,165,Czechia,CZ,CZE,10693939,Europe
31/03/2021,31,3,2021,8664,199,Czechia,CZ,CZE,10693939,Europe
30/03/2021,30,3,2021,6896,85,Czechia,CZ,CZE,10693939,Europe
29/03/2021,29,3,2021,5719,263,Czechia,CZ,CZE,10693939,Europe
28/03/2021,28,3,2021,7699,96,Czechia,CZ,CZE,10693939,Europe
27/03/2021,27,3,2021,47,139,Czechia,CZ,CZE,10693939,Europe
26/03/2021,26,3,2021,7946,189,Czechia,CZ,CZE,10693939,Europe
25/03/2021,25,3,2021,8851,192,Czechia,CZ,CZE,10693939,Europe
24/03/2021,24,3,2021,10972,203,Czechia,CZ,CZE,10693939,Europe
23/03/2021,23,3,2021,8205,245,Czechia,CZ,CZE,10693939,Europe
22/03/2021,22,3,2021,2373,143,Czechia,CZ,CZE,10693939,Europe
21/03/2021,21,3,2021,5554,137,Czechia,CZ,CZE,10693939,Europe
20/03/2021,20,3,2021,9710,199,Czechia,CZ,CZE,10693939,Europe
19/03/2021,19,3,2021,10677,214,Czechia,CZ,CZE,10693939,Europe
18/03/2021,18,3,2021,12028,215,Czechia,CZ,CZE,10693939,Europe
17/03/2021,17,3,2021,14029,245,Czechia,CZ,CZE,10693939,Europe
16/03/2021,16,3,2021,10542,278,Czechia,CZ,CZE,10693939,Europe
15/03/2021,15,3,2021,3342,153,Czechia,CZ,CZE,10693939,Europe
14/03/2021,14,3,2021,6970,143,Czechia,CZ,CZE,10693939,Europe
13/03/2021,13,3,2021,15110,218,Czechia,CZ,CZE,10693939,Europe
12/03/2021,12,3,2021,11274,241,Czechia,CZ,CZE,10693939,Europe
11/03/2021,11,3,2021,14529,239,Czechia,CZ,CZE,10693939,Europe
10/03/2021,10,3,2021,15380,238,Czechia,CZ,CZE,10693939,Europe
09/03/2021,9,3,2021,10524,265,Czechia,CZ,CZE,10693939,Europe
08/03/2021,8,3,2021,3960,165,Czechia,CZ,CZE,10693939,Europe
07/03/2021,7,3,2021,9167,159,Czechia,CZ,CZE,10693939,Europe
06/03/2021,6,3,2021,13162,233,Czechia,CZ,CZE,10693939,Europe
05/03/2021,5,3,2021,14714,197,Czechia,CZ,CZE,10693939,Europe
04/03/2021,4,3,2021,15230,187,Czechia,CZ,CZE,10693939,Europe
03/03/2021,3,3,2021,16816,240,Czechia,CZ,CZE,10693939,Europe
02/03/2021,2,3,2021,12191,232,Czechia,CZ,CZE,10693939,Europe
01/03/2021,1,3,2021,1240051,20469,Czechia,CZ,CZE,10693939,Europe
03/04/2021,3,4,2021,708,1,Denmark,DK,DNK,5822763,Europe
02/04/2021,2,4,2021,662,4,Denmark,DK,DNK,5822763,Europe
01/04/2021,1,4,2021,701,2,Denmark,DK,DNK,5822763,Europe
31/03/2021,31,3,2021,1210,2,Denmark,DK,DNK,5822763,Europe
30/03/2021,30,3,2021,679,1,Denmark,DK,DNK,5822763,Europe
29/03/2021,29,3,2021,964,1,Denmark,DK,DNK,5822763,Europe
28/03/2021,28,3,2021,416,2,Denmark,DK,DNK,5822763,Europe
27/03/2021,27,3,2021,789,2,Denmark,DK,DNK,5822763,Europe
26/03/2021,26,3,2021,814,5,Denmark,DK,DNK,5822763,Europe
25/03/2021,25,3,2021,-2001,1,Denmark,DK,DNK,5822763,Europe
24/03/2021,24,3,2021,754,1,Denmark,DK,DNK,5822763,Europe
23/03/2021,23,3,2021,772,2,Denmark,DK,DNK,5822763,Europe
22/03/2021,22,3,2021,657,1,Denmark,DK,DNK,5822763,Europe
21/03/2021,21,3,2021,590,2,Denmark,DK,DNK,5822763,Europe
20/03/2021,20,3,2021,843,0,Denmark,DK,DNK,5822763,Europe
19/03/2021,19,3,2021,786,1,Denmark,DK,DNK,5822763,Europe
18/03/2021,18,3,2021,787,1,Denmark,DK,DNK,5822763,Europe
17/03/2021,17,3,2021,771,2,Denmark,DK,DNK,5822763,Europe
16/03/2021,16,3,2021,612,2,Denmark,DK,DNK,5822763,Europe
15/03/2021,15,3,2021,541,1,Denmark,DK,DNK,5822763,Europe
14/03/2021,14,3,2021,613,3,Denmark,DK,DNK,5822763,Europe
13/03/2021,13,3,2021,645,3,Denmark,DK,DNK,5822763,Europe
12/03/2021,12,3,2021,862,2,Denmark,DK,DNK,5822763,Europe
11/03/2021,11,3,2021,2007,1,Denmark,DK,DNK,5822763,Europe
10/03/2021,10,3,2021,527,0,Denmark,DK,DNK,5822763,Europe
09/03/2021,9,3,2021,425,2,Denmark,DK,DNK,5822763,Europe
08/03/2021,8,3,2021,513,2,Denmark,DK,DNK,5822763,Europe
07/03/2021,7,3,2021,394,0,Denmark,DK,DNK,5822763,Europe
06/03/2021,6,3,2021,614,3,Denmark,DK,DNK,5822763,Europe
05/03/2021,5,3,2021,520,4,Denmark,DK,DNK,5822763,Europe
04/03/2021,4,3,2021,574,3,Denmark,DK,DNK,5822763,Europe
03/03/2021,3,3,2021,532,2,Denmark,DK,DNK,5822763,Europe
02/03/2021,2,3,2021,497,4,Denmark,DK,DNK,5822763,Europe
01/03/2021,1,3,2021,211195,2361,Denmark,DK,DNK,5822763,Europe
03/04/2021,3,4,2021,519,9,Estonia,EE,EST,1328976,Europe
02/04/2021,2,4,2021,1165,14,Estonia,EE,EST,1328976,Europe
01/04/2021,1,4,2021,829,6,Estonia,EE,EST,1328976,Europe
31/03/2021,31,3,2021,1008,6,Estonia,EE,EST,1328976,Europe
30/03/2021,30,3,2021,1202,17,Estonia,EE,EST,1328976,Europe
29/03/2021,29,3,2021,584,19,Estonia,EE,EST,1328976,Europe
28/03/2021,28,3,2021,892,0,Estonia,EE,EST,1328976,Europe
27/03/2021,27,3,2021,1151,13,Estonia,EE,EST,1328976,Europe
26/03/2021,26,3,2021,1150,11,Estonia,EE,EST,1328976,Europe
25/03/2021,25,3,2021,1429,13,Estonia,EE,EST,1328976,Europe
24/03/2021,24,3,2021,1552,14,Estonia,EE,EST,1328976,Europe
23/03/2021,23,3,2021,1062,12,Estonia,EE,EST,1328976,Europe
22/03/2021,22,3,2021,993,10,Estonia,EE,EST,1328976,Europe
21/03/2021,21,3,2021,1373,7,Estonia,EE,EST,1328976,Europe
20/03/2021,20,3,2021,1248,11,Estonia,EE,EST,1328976,Europe
19/03/2021,19,3,2021,1749,11,Estonia,EE,EST,1328976,Europe
18/03/2021,18,3,2021,1700,13,Estonia,EE,EST,1328976,Europe
17/03/2021,17,3,2021,1783,6,Estonia,EE,EST,1328976,Europe
16/03/2021,16,3,2021,1462,11,Estonia,EE,EST,1328976,Europe
15/03/2021,15,3,2021,1279,9,Estonia,EE,EST,1328976,Europe
14/03/2021,14,3,2021,935,9,Estonia,EE,EST,1328976,Europe
13/03/2021,13,3,2021,1586,24,Estonia,EE,EST,1328976,Europe
12/03/2021,12,3,2021,1357,0,Estonia,EE,EST,1328976,Europe
11/03/2021,11,3,2021,1956,9,Estonia,EE,EST,1328976,Europe
10/03/2021,10,3,2021,1482,8,Estonia,EE,EST,1328976,Europe
09/03/2021,9,3,2021,1308,2,Estonia,EE,EST,1328976,Europe
08/03/2021,8,3,2021,1180,14,Estonia,EE,EST,1328976,Europe
07/03/2021,7,3,2021,1319,9,Estonia,EE,EST,1328976,Europe
06/03/2021,6,3,2021,1540,7,Estonia,EE,EST,1328976,Europe
05/03/2021,5,3,2021,1534,14,Estonia,EE,EST,1328976,Europe
04/03/2021,4,3,2021,1417,8,Estonia,EE,EST,1328976,Europe
03/03/2021,3,3,2021,1454,17,Estonia,EE,EST,1328976,Europe
02/03/2021,2,3,2021,1111,0,Estonia,EE,EST,1328976,Europe
01/03/2021,1,3,2021,66628,598,Estonia,EE,EST,1328976,Europe
03/04/2021,3,4,2021,566,0,Finland,FI,FIN,5525292,Europe
02/04/2021,2,4,2021,654,2,Finland,FI,FIN,5525292,Europe
01/04/2021,1,4,2021,607,18,Finland,FI,FIN,5525292,Europe
31/03/2021,31,3,2021,420,9,Finland,FI,FIN,5525292,Europe
30/03/2021,30,3,2021,422,-5,Finland,FI,FIN,5525292,Europe
29/03/2021,29,3,2021,458,5,Finland,FI,FIN,5525292,Europe
28/03/2021,28,3,2021,791,0,Finland,FI,FIN,5525292,Europe
27/03/2021,27,3,2021,512,2,Finland,FI,FIN,5525292,Europe
26/03/2021,26,3,2021,726,4,Finland,FI,FIN,5525292,Europe
25/03/2021,25,3,2021,803,2,Finland,FI,FIN,5525292,Europe
24/03/2021,24,3,2021,640,1,Finland,FI,FIN,5525292,Europe
23/03/2021,23,3,2021,430,3,Finland,FI,FIN,5525292,Europe
22/03/2021,22,3,2021,520,0,Finland,FI,FIN,5525292,Europe
21/03/2021,21,3,2021,856,0,Finland,FI,FIN,5525292,Europe
20/03/2021,20,3,2021,770,0,Finland,FI,FIN,5525292,Europe
19/03/2021,19,3,2021,804,1,Finland,FI,FIN,5525292,Europe
18/03/2021,18,3,2021,842,3,Finland,FI,FIN,5525292,Europe
17/03/2021,17,3,2021,517,1,Finland,FI,FIN,5525292,Europe
16/03/2021,16,3,2021,465,14,Finland,FI,FIN,5525292,Europe
15/03/2021,15,3,2021,863,0,Finland,FI,FIN,5525292,Europe
14/03/2021,14,3,2021,691,0,Finland,FI,FIN,5525292,Europe
13/03/2021,13,3,2021,706,3,Finland,FI,FIN,5525292,Europe
12/03/2021,12,3,2021,720,4,Finland,FI,FIN,5525292,Europe
11/03/2021,11,3,2021,779,3,Finland,FI,FIN,5525292,Europe
10/03/2021,10,3,2021,588,2,Finland,FI,FIN,5525292,Europe
09/03/2021,9,3,2021,459,7,Finland,FI,FIN,5525292,Europe
08/03/2021,8,3,2021,511,0,Finland,FI,FIN,5525292,Europe
07/03/2021,7,3,2021,648,0,Finland,FI,FIN,5525292,Europe
06/03/2021,6,3,2021,704,3,Finland,FI,FIN,5525292,Europe
05/03/2021,5,3,2021,758,5,Finland,FI,FIN,5525292,Europe
04/03/2021,4,3,2021,797,4,Finland,FI,FIN,5525292,Europe
03/03/2021,3,3,2021,581,5,Finland,FI,FIN,5525292,Europe
02/03/2021,2,3,2021,392,8,Finland,FI,FIN,5525292,Europe
01/03/2021,1,3,2021,57672,742,Finland,FI,FIN,5525292,Europe
03/04/2021,3,4,2021,46677,332,France,FR,FRA,67320216,Europe
02/04/2021,2,4,2021,50659,309,France,FR,FRA,67320216,Europe
01/04/2021,1,4,2021,59038,303,France,FR,FRA,67320216,Europe
31/03/2021,31,3,2021,30702,381,France,FR,FRA,67320216,Europe
30/03/2021,30,3,2021,9094,360,France,FR,FRA,67320216,Europe
29/03/2021,29,3,2021,37014,131,France,FR,FRA,67320216,Europe
28/03/2021,28,3,2021,42619,190,France,FR,FRA,67320216,Europe
27/03/2021,27,3,2021,41869,897,France,FR,FRA,67320216,Europe
26/03/2021,26,3,2021,45641,225,France,FR,FRA,67320216,Europe
25/03/2021,25,3,2021,65373,245,France,FR,FRA,67320216,Europe
24/03/2021,24,3,2021,14678,287,France,FR,FRA,67320216,Europe
23/03/2021,23,3,2021,15792,343,France,FR,FRA,67320216,Europe
22/03/2021,22,3,2021,30581,138,France,FR,FRA,67320216,Europe
21/03/2021,21,3,2021,35327,185,France,FR,FRA,67320216,Europe
20/03/2021,20,3,2021,35088,276,France,FR,FRA,67320216,Europe
19/03/2021,19,3,2021,34998,269,France,FR,FRA,67320216,Europe
18/03/2021,18,3,2021,38501,241,France,FR,FRA,67320216,Europe
17/03/2021,17,3,2021,29975,408,France,FR,FRA,67320216,Europe
16/03/2021,16,3,2021,6471,333,France,FR,FRA,67320216,Europe
15/03/2021,15,3,2021,26343,140,France,FR,FRA,67320216,Europe
14/03/2021,14,3,2021,29759,169,France,FR,FRA,67320216,Europe
13/03/2021,13,3,2021,25229,290,France,FR,FRA,67320216,Europe
12/03/2021,12,3,2021,27166,265,France,FR,FRA,67320216,Europe
11/03/2021,11,3,2021,30303,264,France,FR,FRA,67320216,Europe
10/03/2021,10,3,2021,23302,368,France,FR,FRA,67320216,Europe
09/03/2021,9,3,2021,5327,359,France,FR,FRA,67320216,Europe
08/03/2021,8,3,2021,21825,130,France,FR,FRA,67320216,Europe
07/03/2021,7,3,2021,23306,170,France,FR,FRA,67320216,Europe
06/03/2021,6,3,2021,23507,439,France,FR,FRA,67320216,Europe
05/03/2021,5,3,2021,25279,293,France,FR,FRA,67320216,Europe
04/03/2021,4,3,2021,26788,322,France,FR,FRA,67320216,Europe
03/03/2021,3,3,2021,22857,417,France,FR,FRA,67320216,Europe
02/03/2021,2,3,2021,4703,375,France,FR,FRA,67320216,Europe
01/03/2021,1,3,2021,3755968,86454,France,FR,FRA,67320216,Europe
03/04/2021,3,4,2021,18129,120,Germany,DE,DEU,83166711,Europe
02/04/2021,2,4,2021,21888,232,Germany,DE,DEU,83166711,Europe
01/04/2021,1,4,2021,24300,201,Germany,DE,DEU,83166711,Europe
31/03/2021,31,3,2021,17051,249,Germany,DE,DEU,83166711,Europe
30/03/2021,30,3,2021,9549,180,Germany,DE,DEU,83166711,Europe
29/03/2021,29,3,2021,9872,43,Germany,DE,DEU,83166711,Europe
28/03/2021,28,3,2021,17176,90,Germany,DE,DEU,83166711,Europe
27/03/2021,27,3,2021,20472,157,Germany,DE,DEU,83166711,Europe
26/03/2021,26,3,2021,21573,183,Germany,DE,DEU,83166711,Europe
25/03/2021,25,3,2021,22657,228,Germany,DE,DEU,83166711,Europe
24/03/2021,24,3,2021,15813,248,Germany,DE,DEU,83166711,Europe
23/03/2021,23,3,2021,7485,250,Germany,DE,DEU,83166711,Europe
22/03/2021,22,3,2021,7709,50,Germany,DE,DEU,83166711,Europe
21/03/2021,21,3,2021,13733,99,Germany,DE,DEU,83166711,Europe
20/03/2021,20,3,2021,16033,207,Germany,DE,DEU,83166711,Europe
19/03/2021,19,3,2021,17482,226,Germany,DE,DEU,83166711,Europe
18/03/2021,18,3,2021,17504,227,Germany,DE,DEU,83166711,Europe
17/03/2021,17,3,2021,13435,249,Germany,DE,DEU,83166711,Europe
16/03/2021,16,3,2021,5480,238,Germany,DE,DEU,83166711,Europe
15/03/2021,15,3,2021,6604,47,Germany,DE,DEU,83166711,Europe
14/03/2021,14,3,2021,10790,70,Germany,DE,DEU,83166711,Europe
13/03/2021,13,3,2021,12674,239,Germany,DE,DEU,83166711,Europe
